Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,ADP,teamid,League,Player,xMLBAMID,playerids,playerid
SFG,Giants,5,6,19,21,,,,107.0,465,113,56,52,12,73,35,,5,4.3428,1.38577,6.1343,2.95751,2.07414,0.983962,0.156742,0.0755694,0.08117249608039856,,0.266043,0.297805,0.698686,4.31776,376.40000000000003,3.517757009345795,405.0,3.7850467289719627,0.887362,0.963557,743.219970703125,30,NL,Adrian Houser,605288,12718,12718
SDP,Padres,7,4,1,55,,,,57.0,236,49,24,22,4,58,18,,1,3.4303,1.18389,9.18621,2.85126,3.2218,0.675299,0.245572,0.0762219,0.16935015469789505,,0.226601,0.290048,0.713358,3.05891,304.19999999999993,5.336842105263156,292.0,5.12280701754386,0.871221,0.575933,735.8499755859375,29,NL,Adrian Morejon,670970,20039,20039
DET,Tigers,4,6,19,19,,,,98.0,425,100,56,52,16,83,34,,4,4.76079,1.36927,7.58562,3.16522,2.39655,1.44921,0.194323,0.0810842,0.11323834210634232,,0.257706,0.290877,0.694414,4.70899,320.4000000000001,3.269387755102042,334.0,3.4081632653061225,0.870369,0.448234,658.8499755859375,6,AL,Justin Verlander,434378,8700,8700
SDP,Padres,4,3,0,55,,,,54.0,223,40,21,19,6,76,24,,1,3.27568,1.18046,12.7167,3.95127,3.21839,0.999171,0.339136,0.105374,0.23376160860061646,,0.200409,0.289764,0.765679,3.1528,298.8,5.533333333333333,269.0,4.981481481481482,0.870348,0.68558,623.5800170898438,29,NL,Jeremiah Estrada,669093,22210,22210
CHW,White Sox,4,7,16,19,,,,96.0,424,100,57,52,15,80,39,,5,4.91646,1.44606,7.4632,3.62838,2.0569,1.37003,0.18785,0.091327,0.09652324765920639,,0.263098,0.298637,0.69126,4.80683,293.9000000000001,3.0614583333333343,313.0,3.2604166666666665,0.869259,0.197708,717.8599853515625,4,AL,Anthony Kay,641743,20387,20387
WSN,Nationals,5,8,21,24,,,,124.0,531,137,72,66,23,91,27,,4,4.8005,1.31959,6.64623,1.94348,3.41975,1.63637,0.172393,0.050411,0.12198210135102272,,0.273688,0.296198,0.694638,4.77523,367.49999999999994,2.9637096774193545,410.0,3.306451612903226,0.869061,0.569141,709.4099731445312,24,NL,Zack Littell,641793,15823,15823
NYM,Mets,4,5,15,26,,,,89.0,385,92,48,44,12,74,28,,3,4.39497,1.33247,7.477,2.76777,2.70146,1.21594,0.193213,0.0715217,0.12169108539819717,,0.258861,0.297252,0.701182,4.25105,326.8,3.6719101123595506,344.0,3.865168539325843,0.862381,0.51382,999.0,25,NL,Tobias Myers,668964,22191,22191
DET,Tigers,5,4,9,33,,,,71.0,297,68,34,31,8,62,20,,6,3.98832,1.24104,7.87233,2.51477,3.13043,0.992451,0.207815,0.0663853,0.1414295881986618,,0.249942,0.297425,0.698803,3.90424,296.2,4.171830985915493,297.0,4.183098591549296,0.846699,0.739149,999.0,6,AL,Brant Hurter,676428,30133,30133
ATH,Athletics,3,5,18,20,,,,95.0,418,95,55,51,12,81,41,,6,4.78289,1.43143,7.70353,3.92766,1.96135,1.18273,0.19451,0.0991713,0.0953385978937149,,0.254984,0.29627,0.684424,4.62637,329.4,3.4673684210526314,340.0,3.5789473684210527,0.844316,0.476325,999.0,10,AL,Mason Barnett,686930,31741,31741
ATH,Athletics,3,5,17,21,,,,86.0,373,84,49,45,12,82,33,,7,4.74684,1.35994,8.59156,3.42265,2.5102,1.29921,0.220376,0.0877919,0.13258369266986847,,0.25324,0.301606,0.679411,4.49256,314.4,3.655813953488372,318.0,3.697674418604651,0.831532,0.485433,748.3499755859375,10,AL,J.T. Ginn,669372,27889,27889
MIA,Marlins,4,2,1,47,,,,46.0,188,37,18,16,3,50,15,,2,3.20131,1.14444,9.77409,3.00336,3.25439,0.684977,0.263671,0.0810202,0.18265081197023392,,0.216705,0.284841,0.730145,3.08537,256.30000000000007,5.571739130434784,240.0,5.217391304347826,0.828463,0.714696,111.45999908447266,20,NL,Pete Fairbanks,664126,17998,17998
MIL,Brewers,6,4,7,38,,,,71.0,312,62,33,30,6,79,38,,4,3.82469,1.39902,10.0309,4.78921,2.09447,0.725638,0.254653,0.121583,0.13306986540555954,,0.229216,0.303951,0.728614,3.73841,322.4,4.5408450704225345,309.0,4.352112676056338,0.82611,0.810038,999.0,23,NL,Aaron Ashby,676879,23550,23550
COL,Rockies,4,8,17,18,,,,86.0,375,100,56,51,16,65,21,,1,5.40357,1.41525,6.81323,2.20632,3.08805,1.6929,0.172805,0.0559593,0.1168457567691803,,0.284094,0.30943,0.662069,4.85271,243.59999999999997,2.8325581395348833,286.0,3.3255813953488373,0.822549,0.476093,999.0,19,NL,Tanner Gordon,685299,27669,27669
KCR,Royals,4,6,18,20,,,,90.0,385,89,49,45,12,65,30,,1,4.56474,1.32796,6.4829,2.98334,2.17303,1.23356,0.16785,0.0772421,0.09060761332511902,,0.252683,0.278471,0.68364,4.51991,324.0,3.6,331.0,3.6777777777777776,0.811919,0.760713,999.0,7,AL,Bailey Falter,663559,20070,20070
BOS,Red Sox,4,2,0,47,,,,41.0,171,30,14,13,3,58,19,,1,2.86129,1.18784,12.7935,4.06401,3.14801,0.645546,0.340553,0.10818,0.232372485101223,,0.199448,0.302296,0.774559,2.67217,244.50000000000006,5.963414634146343,222.0,5.414634146341464,0.810068,0.802278,64.55000305175781,3,AL,Aroldis Chapman,547973,10233,10233
LAA,Angels,3,4,10,21,,,,55.0,240,56,30,27,7,51,20,,1,4.42019,1.37213,8.32026,3.1778,2.61824,1.14873,0.212863,0.0812999,0.13156308233737946,,0.256244,0.304781,0.702416,4.0441,214.29999999999998,3.896363636363636,223.0,4.054545454545455,0.808906,0.317595,999.0,1,AL,Ryan Johnson,696270,35325,35325
ATH,Athletics,5,7,17,23,,,,92.0,401,89,52,48,14,83,39,,3,4.68802,1.38086,8.14823,3.7873,2.15146,1.35586,0.208071,0.0967114,0.11135966330766678,,0.246123,0.28453,0.696334,4.63441,317.20000000000016,3.4478260869565234,318.0,3.4565217391304346,0.808692,0.540356,735.3200073242188,10,AL,Luis Morales,806960,32227,32227
MIL,Brewers,4,4,13,18,,,,78.0,337,74,44,40,11,72,31,,5,4.64444,1.344,8.28544,3.60101,2.30087,1.26269,0.213373,0.0927361,0.1206372082233429,,0.245311,0.288353,0.682372,4.51821,285.5,3.66025641025641,283.0,3.628205128205128,0.792471,0.415028,999.0,23,NL,Carlos Rodriguez,692230,30161,30161
BOS,Red Sox,4,4,15,17,,,,72.0,312,68,39,36,10,70,31,,6,4.46298,1.36342,8.73475,3.82928,2.28105,1.23471,0.223839,0.09813,0.12570896744728088,,0.244794,0.293978,0.703811,4.49035,262.00000000000006,3.6388888888888897,259.0,3.5972222222222223,0.791243,0.66832,536.780029296875,3,AL,Johan Oviedo,670912,22487,22487
NYY,Yankees,3,2,5,31,,,,54.0,226,48,26,24,7,57,16,,2,3.943,1.18226,9.49903,2.6288,3.61345,1.09349,0.253962,0.0702825,0.18367961794137955,,0.232825,0.29046,0.697569,3.6015,248.7,4.605555555555555,239.0,4.425925925925926,0.790154,0.422713,999.0,9,AL,Brent Headrick,687396,27702,27702
COL,Rockies,5,8,21,22,,,,110.0,480,117,65,60,17,80,38,,5,4.8971,1.41758,6.6149,3.12566,2.11632,1.42717,0.167713,0.0792476,0.08846568316221237,,0.268411,0.294678,0.691,4.91141,331.7,3.015454545454545,360.0,3.272727272727273,0.788485,1.18738,999.0,19,NL,Michael Lorenzen,547179,14843,14843
TBR,Rays,3,3,8,29,,,,61.0,263,62,31,29,9,59,19,,2,4.19854,1.31392,8.64561,2.75945,3.13309,1.27054,0.224155,0.0715442,0.1526103988289833,,0.255284,0.304545,0.722802,4.06819,234.5000000000001,3.844262295081969,243.0,3.9836065573770494,0.786924,0.472616,712.989990234375,12,AL,Steven Matz,571927,13361,13361
SEA,Mariners,5,6,20,24,,,,105.0,448,105,57,53,16,89,32,,6,4.50207,1.29843,7.60814,2.6982,2.81971,1.37456,0.198162,0.0702774,0.1278841644525528,,0.255555,0.290726,0.695829,4.50466,371.20000000000005,3.5352380952380957,381.0,3.6285714285714286,0.785591,0.326746,733.4199829101562,11,AL,Emerson Hancock,676106,27470,27470
CHW,White Sox,4,8,17,20,,,,95.0,418,101,57,53,14,72,35,,5,4.97582,1.42417,6.80153,3.27458,2.07707,1.31866,0.172156,0.0828839,0.0892719179391861,,0.266955,0.297687,0.675304,4.78189,292.19999999999993,3.07578947368421,317.0,3.336842105263158,0.77597,0.13868,999.0,4,AL,Jonathan Cannon,686563,31730,31730
CHW,White Sox,4,7,18,20,,,,92.0,398,97,54,49,13,71,28,,6,4.85231,1.36711,6.91652,2.79019,2.47887,1.29685,0.177375,0.0715549,0.10582061111927032,,0.267039,0.29974,0.67024,4.59354,308.7000000000001,3.3554347826086968,331.0,3.597826086956522,0.76031,0.26006,999.0,4,AL,Duncan Davitt,701474,31886,31886
LAD,Dodgers,4,2,0,56,,,,49.0,203,37,20,18,5,62,21,,2,3.34993,1.16204,11.4508,3.75978,3.0456,0.943006,0.307101,0.100834,0.20626699924468994,,0.202235,0.277659,0.746008,3.34061,259.90000000000003,5.3040816326530615,235.0,4.795918367346939,0.755814,0.590516,743.4199829101562,22,NL,Alex Vesia,681911,25007,25007
ATL,Braves,4,5,15,19,,,,89.0,387,93,46,42,11,67,32,,4,4.31425,1.40488,6.80166,3.1996,2.12579,1.12019,0.172926,0.081347,0.09157928824424744,,0.264319,0.299333,0.718198,4.4424,307.49999999999994,3.4550561797752803,328.0,3.6853932584269664,0.750333,0.969818,999.0,16,NL,Martín Pérez,527048,6902,6902
CLE,Guardians,5,7,19,22,,,,107.0,456,108,59,54,18,91,29,,5,4.53426,1.28103,7.62856,2.46529,3.09438,1.48472,0.199511,0.0644753,0.13503580540418625,,0.256529,0.289065,0.698442,4.55214,369.6000000000001,3.454205607476636,381.0,3.560747663551402,0.743583,0.581398,584.5599975585938,5,AL,Slade Cecconi,677944,27500,27500
LAD,Dodgers,4,4,14,20,,,,78.0,336,74,44,41,13,88,30,,5,4.70115,1.33701,10.18,3.51674,2.89474,1.53472,0.262154,0.0905624,0.1715918704867363,,0.245548,0.303968,0.700406,4.47277,295.9000000000001,3.7935897435897448,292.0,3.7435897435897436,0.740712,0.419022,289.7200012207031,22,NL,Roki Sasaki,808963,35323,35323
MIA,Marlins,4,6,13,19,,,,76.0,332,79,42,39,10,63,29,,3,4.62658,1.42674,7.50688,3.41511,2.19814,1.22594,0.189781,0.0863373,0.10344381630420685,,0.263356,0.303046,0.702222,4.49287,264.0,3.473684210526316,280.0,3.6842105263157894,0.737735,0.567279,999.0,20,NL,Ryan Gusto,687473,26440,26440
CHC,Cubs,4,5,13,14,,,,79.0,341,79,44,41,12,66,26,,5,4.58947,1.32023,7.46666,2.92766,2.55039,1.33144,0.193503,0.075872,0.11763106286525726,,0.255118,0.289835,0.68811,4.56156,270.6,3.425316455696203,278.0,3.518987341772152,0.732184,0.477014,999.0,17,NL,Charlie Barnes,656212,19865,19865
BAL,Orioles,3,4,11,20,,,,65.0,270,60,34,32,11,58,17,,2,4.38419,1.17997,7.97247,2.3307,3.42063,1.47056,0.213566,0.0624346,0.1511314921081066,,0.238726,0.26973,0.683839,4.35701,248.7,3.826153846153846,241.0,3.707692307692308,0.727165,0.457078,748.469970703125,2,AL,Tyler Wells,669330,20000,20000
MIL,Brewers,4,2,4,42,,,,55.0,232,50,24,22,5,55,19,,2,3.67786,1.25599,9.02882,3.10956,2.90357,0.855128,0.237246,0.0817083,0.15553749352693558,,0.236961,0.297171,0.722907,3.5226,262.5,4.7727272727272725,257.0,4.672727272727273,0.72214,0.686953,748.489990234375,23,NL,Jared Koenig,657649,27517,27517
CHW,White Sox,3,5,19,19,,,,74.0,327,71,42,39,9,68,35,,7,4.74336,1.43356,8.30143,4.23989,1.95794,1.04579,0.209396,0.106947,0.10244860500097275,,0.250981,0.302646,0.677237,4.5115,262.30000000000007,3.5445945945945954,263.0,3.554054054054054,0.718225,0.362885,999.0,4,AL,Noah Schultz,702273,32056,32056
CIN,Reds,4,4,0,53,,,,55.0,237,51,26,24,4,54,21,,2,3.95627,1.30303,8.6971,3.43763,2.52997,0.596434,0.226059,0.0893523,0.13670621812343597,,0.239052,0.303078,0.681859,3.32913,264.20000000000005,4.803636363636365,262.0,4.763636363636364,0.717499,0.435278,999.0,18,NL,Graham Ashcraft,668933,27552,27552
NYM,Mets,6,3,0,50,,,,48.0,196,32,19,17,4,66,21,,2,3.2272,1.09992,12.3788,3.90513,3.16987,0.788536,0.336798,0.10625,0.23054838925600052,,0.184798,0.270156,0.726686,2.96269,285.80000000000007,5.954166666666668,251.0,5.229166666666667,0.716686,0.582866,59.470001220703125,25,NL,Devin Williams,642207,15816,15816
MIL,Brewers,3,1,0,56,,,,57.0,234,40,21,19,4,67,25,,4,3.07322,1.15697,10.7005,4.04362,2.64628,0.677522,0.287534,0.108656,0.17887793481349945,,0.195494,0.268451,0.747267,3.28092,315.59999999999997,5.536842105263157,280.0,4.912280701754386,0.716075,0.917767,167.27999877929688,23,NL,Abner Uribe,682842,25327,25327
TOR,Blue Jays,5,7,16,24,,,,92.0,400,92,52,48,16,82,33,,2,4.68088,1.35806,8.02506,3.23899,2.47764,1.54708,0.206038,0.0831588,0.12287899851799011,,0.253106,0.286888,0.709444,4.73854,303.8,3.3021739130434784,311.0,3.380434782608696,0.714216,0.344316,720.5399780273438,14,AL,Eric Lauer,641778,19316,19316
STL,Cardinals,4,5,10,32,,,,79.0,339,79,41,37,8,62,26,,3,4.27755,1.33221,7.11684,3.00266,2.37018,0.933989,0.183976,0.077621,0.10635475069284439,,0.254133,0.294845,0.687154,4.00909,317.80000000000007,4.022784810126583,328.0,4.151898734177215,0.712504,0.531324,999.0,28,NL,Gordon Graceffo,700669,29519,29519
LAD,Dodgers,4,2,0,46,,,,47.0,191,34,18,17,5,67,18,,4,3.27005,1.10331,12.9003,3.48206,3.7048,0.95082,0.350524,0.0946136,0.2559104561805725,,0.198321,0.294577,0.741441,3.07232,265.9,5.657446808510638,238.0,5.0638297872340425,0.708964,0.689946,33.0,22,NL,Edwin Díaz,621242,14710,14710
COL,Rockies,5,9,20,20,,,,107.0,474,130,65,60,19,68,26,,3,4.98813,1.4526,5.70649,2.21182,2.58,1.62016,0.143637,0.0556732,0.08796369656920433,,0.291402,0.308594,0.708133,5.02563,269.10000000000014,2.5149532710280385,337.0,3.149532710280374,0.706743,1.00921,999.0,19,NL,Tomoyuki Sugano,608372,35321,35321
BAL,Orioles,4,5,14,14,,,,67.0,287,70,37,34,10,57,19,,1,4.55618,1.32896,7.62886,2.59093,2.94444,1.35844,0.197273,0.0669985,0.13027475774288177,,0.261119,0.297866,0.696727,4.33164,244.79999999999995,3.6537313432835816,259.0,3.8656716417910446,0.69499,0.369116,999.0,2,AL,Brandon Young,687064,27819,27819
DET,Tigers,5,3,0,50,,,,53.0,223,47,22,21,4,55,18,,1,3.46465,1.20596,9.25436,2.98816,3.09702,0.702439,0.24606,0.0794507,0.16660937666893005,,0.228802,0.293327,0.71809,3.17106,273.80000000000007,5.1660377358490575,266.0,5.018867924528302,0.693735,0.557092,485.7300109863281,6,AL,Will Vest,676684,19769,19769
SEA,Mariners,3,2,0,54,,,,59.0,246,53,25,23,4,56,18,,4,3.42658,1.18292,8.51758,2.6655,3.19549,0.551138,0.227891,0.0713165,0.1565745398402214,,0.23398,0.296709,0.700958,3.12734,295.6,5.010169491525424,289.0,4.898305084745763,0.691358,0.37897,999.0,11,AL,Jose A. Ferrer,678606,24017,24017
TEX,Rangers,4,7,18,19,,,,91.0,394,93,57,52,14,68,30,,5,5.18238,1.36013,6.76006,3.01034,2.24561,1.35993,0.173669,0.077337,0.09633210301399231,,0.260713,0.288458,0.639256,4.77014,290.40000000000003,3.1912087912087914,304.0,3.340659340659341,0.688057,-0.162523,999.0,13,AL,Cal Quantrill,615698,19312,19312
SFG,Giants,3,3,8,23,,,,51.0,218,50,24,22,5,47,16,,3,3.94586,1.27726,8.31583,2.76803,3.00424,0.90313,0.217546,0.0724131,0.14513307064771652,,0.249769,0.304176,0.704369,3.6864,222.90000000000003,4.370588235294118,227.0,4.450980392156863,0.687118,0.609902,999.0,30,NL,Keaton Winn,676775,23499,23499
CHW,White Sox,2,2,3,36,,,,64.0,277,62,31,29,6,57,25,,3,4.03167,1.37011,8.11338,3.53781,2.29333,0.830206,0.207705,0.0905693,0.11713622510433197,,0.250453,0.304331,0.711697,3.84899,268.6,4.196875,272.0,4.25,0.685636,0.412607,999.0,4,AL,Sean Newcomb,656794,16943,16943
BOS,Red Sox,2,4,10,16,,,,58.0,250,62,34,31,9,46,15,,2,4.79447,1.32329,7.04386,2.29287,3.07207,1.41497,0.182483,0.0594007,0.12308251857757568,,0.267382,0.298165,0.674637,4.49158,198.30000000000007,3.4189655172413804,214.0,3.689655172413793,0.682931,0.11516,999.0,3,AL,Jedixson Paez,699151,29114,29114
HOU,Astros,5,6,15,16,,,,79.0,343,70,41,38,11,84,37,,6,4.30446,1.36075,9.61585,4.26285,2.25573,1.21796,0.24638,0.109224,0.13715605437755585,,0.234622,0.291699,0.717916,4.4241,306.3,3.877215189873418,291.0,3.6835443037974684,0.677301,0.727185,728.3099975585938,21,AL,Spencer Arrighetti,681293,29921,29921
BAL,Orioles,4,2,0,47,,,,48.0,200,39,19,17,4,57,18,,1,3.22627,1.20167,10.787,3.47401,3.10507,0.830741,0.286708,0.0923354,0.19437268376350403,,0.21584,0.29072,0.757171,3.14213,261.6,5.45,245.0,5.104166666666667,0.676333,0.56699,85.58999633789062,2,AL,Ryan Helsley,664854,18138,18138
ATL,Braves,5,5,18,18,,,,89.0,380,84,48,44,12,79,32,,7,4.50284,1.31542,8.04013,3.27635,2.45399,1.21272,0.208495,0.0849616,0.12353309243917465,,0.247305,0.289699,0.684786,4.41337,333.6,3.748314606741573,330.0,3.707865168539326,0.672092,0.815324,999.0,16,NL,JR Ritchie,702275,31760,31760
NYY,Yankees,4,5,11,19,,,,67.0,291,69,39,36,9,52,24,,2,4.80549,1.39185,6.93879,3.1859,2.17797,1.18796,0.176924,0.0812335,0.09569031745195389,,0.26138,0.295289,0.672277,4.4701,231.69999999999996,3.45820895522388,244.0,3.6417910447761193,0.669837,0.0929613,999.0,9,AL,Paul Blackburn,621112,14739,14739
CHC,Cubs,6,7,21,21,,,,111.0,472,113,64,59,21,89,31,,3,4.76642,1.29307,7.22627,2.48827,2.90414,1.67511,0.188519,0.0649139,0.12360504269599915,,0.256851,0.279727,0.694835,4.85241,345.3000000000001,3.110810810810812,358.0,3.225225225225225,0.666467,0.472814,504.4700012207031,17,NL,Jameson Taillon,592791,11674,11674
MIL,Brewers,4,4,9,26,,,,77.0,323,73,38,35,9,57,23,,4,4.12268,1.25215,6.68216,2.74398,2.43521,1.07212,0.176117,0.0723212,0.10379613935947418,,0.245878,0.276878,0.694914,4.28823,302.30000000000007,3.925974025974027,301.0,3.909090909090909,0.665761,0.801032,999.0,23,NL,Jake Woodford,663765,18674,18674
TOR,Blue Jays,4,7,20,20,,,,101.0,456,118,68,62,16,83,36,,3,5.51994,1.52506,7.39359,3.21156,2.30218,1.45558,0.182808,0.0794064,0.1034012883901596,,0.284631,0.322479,0.661003,4.76312,292.8000000000001,2.8990099009901003,346.0,3.4257425742574257,0.664891,-0.553836,999.0,14,AL,Patrick Corbin,571578,9323,9323
PIT,Pirates,4,3,0,54,,,,53.0,220,45,22,20,4,49,18,,3,3.41124,1.18905,8.27188,3.04096,2.72015,0.624078,0.221038,0.0812593,0.13977820426225662,,0.225863,0.281224,0.711618,3.36712,261.00000000000006,4.924528301886793,248.0,4.679245283018868,0.662961,0.654965,150.50999450683594,27,NL,Dennis Santana,642701,17878,17878
LAD,Dodgers,4,2,0,53,,,,51.0,210,42,22,20,5,57,17,,2,3.53743,1.17453,10.1382,3.10208,3.2682,0.974601,0.271402,0.0830432,0.1883586347103119,,0.22057,0.28548,0.730555,3.45472,263.70000000000005,5.170588235294119,247.0,4.8431372549019605,0.66074,0.492491,712.8099975585938,22,NL,Tanner Scott,656945,17586,17586
WSN,Nationals,6,9,24,24,,,,128.0,555,131,75,69,21,103,44,,7,4.85228,1.35618,7.21095,3.05274,2.36212,1.47087,0.18535,0.0784677,0.1068824902176857,,0.258939,0.288085,0.683138,4.84292,401.30000000000007,3.1351562500000005,420.0,3.28125,0.660151,0.559101,999.0,24,NL,Jake Irvin,663623,21504,21504
TEX,Rangers,5,6,5,34,,,,78.0,328,78,44,40,11,64,20,,3,4.66947,1.26512,7.47881,2.31727,3.22742,1.27876,0.196363,0.0608421,0.13552119955420494,,0.255808,0.291827,0.657637,4.19862,298.1,3.821794871794872,306.0,3.923076923076923,0.657477,-0.088419,999.0,13,AL,Tyler Alexander,641302,17735,17735
LAA,Angels,3,6,16,19,,,,88.0,388,91,55,50,14,81,37,,2,5.15903,1.45358,8.3563,3.7583,2.22342,1.39497,0.209808,0.0943625,0.11544528603553772,,0.260105,0.303844,0.671614,4.6204,287.4,3.2659090909090907,303.0,3.4431818181818183,0.65723,-0.0359977,999.0,1,AL,Mitch Farris,815083,33628,33628
TBR,Rays,3,3,11,18,,,,66.0,285,68,36,33,9,54,22,,3,4.57479,1.37072,7.46291,2.99444,2.49226,1.27009,0.191135,0.0766915,0.11444365978240967,,0.261694,0.299346,0.697447,4.42685,233.9000000000001,3.5439393939393953,246.0,3.727272727272727,0.651882,0.416202,999.0,12,AL,Jesse Scholtens,669947,19205,19205
MIL,Brewers,4,4,13,15,,,,60.0,259,55,32,30,8,56,26,,2,4.46018,1.36965,8.38905,3.99091,2.10204,1.23189,0.214734,0.102155,0.11257883161306381,,0.23995,0.282811,0.705404,4.49259,230.60000000000002,3.8433333333333337,224.0,3.7333333333333334,0.651753,0.527577,999.0,23,NL,Shane Drohan,675660,27814,27814
SDP,Padres,4,6,17,17,,,,84.0,363,87,52,47,13,68,27,,5,5.08213,1.35881,7.33904,2.94141,2.49507,1.39101,0.188505,0.075551,0.11295438557863235,,0.261962,0.295485,0.652143,4.67266,275.50000000000006,3.2797619047619055,291.0,3.4642857142857144,0.650073,-0.0857587,999.0,29,NL,Matt Waldron,663362,25550,25550
MIL,Brewers,4,2,1,42,,,,40.0,165,32,15,14,4,50,15,,1,3.09672,1.1796,11.3925,3.30306,3.44907,0.841058,0.304253,0.088213,0.2160402461886406,,0.216048,0.299408,0.76814,3.0162,215.60000000000002,5.390000000000001,200.0,5.0,0.647189,0.659662,137.6999969482422,23,NL,Trevor Megill,656730,17722,17722
SEA,Mariners,4,2,1,48,,,,46.0,194,39,18,16,3,53,18,,3,3.19092,1.25792,10.3523,3.6415,2.84286,0.572236,0.271572,0.0955278,0.17604414373636246,,0.226242,0.308748,0.746462,3.05277,245.10000000000005,5.328260869565218,234.0,5.086956521739131,0.646103,0.505866,733.280029296875,11,AL,Matt Brash,666374,25756,25756
MIN,Twins,3,4,16,17,,,,63.0,276,64,35,32,7,56,26,,4,4.61584,1.42337,7.98632,3.69702,2.16021,1.05083,0.201974,0.0934975,0.10847644507884979,,0.258029,0.306771,0.687274,4.28574,235.70000000000002,3.7412698412698417,246.0,3.9047619047619047,0.643293,0.393111,999.0,8,AL,Kendry Rojas,696070,29423,29423
SFG,Giants,5,5,16,16,,,,78.0,333,74,40,37,11,66,28,,1,4.22845,1.31201,7.64407,3.24622,2.35476,1.2212,0.198454,0.0842776,0.11417611688375473,,0.243325,0.278883,0.714166,4.31082,294.5,3.7756410256410255,292.0,3.7435897435897436,0.642601,0.802555,322.7200012207031,30,NL,Tyler Mahle,641816,16358,16358
KCR,Royals,3,4,10,35,,,,76.0,329,76,39,36,10,64,27,,3,4.21904,1.3432,7.58157,3.13666,2.41709,1.12699,0.195405,0.0808432,0.1145617812871933,,0.253941,0.294796,0.713812,4.26038,279.79999999999995,3.6815789473684206,288.0,3.789473684210526,0.633023,0.640941,999.0,7,AL,Daniel Lynch IV,663738,21537,21537
BOS,Red Sox,4,4,13,17,,,,75.0,326,76,41,38,11,68,27,,4,4.5361,1.37477,8.15224,3.23845,2.51733,1.29859,0.208467,0.0828129,0.12565423548221588,,0.257845,0.301666,0.705111,4.42571,265.1,3.534666666666667,275.0,3.6666666666666665,0.629788,0.635745,999.0,3,AL,Tyler Uberstine,700413,29961,29961
SEA,Mariners,5,3,0,51,,,,51.0,209,35,19,18,5,68,21,,4,3.10002,1.08984,12.0091,3.62014,3.31731,0.823814,0.32767,0.0987758,0.22889383882284164,,0.19105,0.274281,0.743941,3.07583,285.9000000000001,5.605882352941178,251.0,4.921568627450981,0.628886,0.619027,41.189998626708984,11,AL,Andrés Muñoz,662253,20373,20373
TEX,Rangers,2,2,6,35,,,,65.0,282,58,35,32,8,64,30,,1,4.4445,1.36426,8.80236,4.19292,2.09934,1.0922,0.225514,0.107421,0.11809244751930237,,0.23344,0.282653,0.692825,4.22219,266.8,4.104615384615385,256.0,3.9384615384615387,0.614986,0.125993,730.9299926757812,13,AL,Jacob Latz,656641,21306,21306
TEX,Rangers,2,2,3,37,,,,58.0,243,55,29,26,6,48,15,,4,4.07015,1.21058,7.42142,2.37403,3.12609,0.908324,0.197435,0.0631571,0.13427751511335373,,0.246306,0.289835,0.672427,3.79574,251.40000000000003,4.33448275862069,251.0,4.327586206896552,0.606369,0.226621,999.0,13,AL,Jakob Junis,596001,13619,13619
SFG,Giants,5,3,1,54,,,,54.0,224,47,22,20,4,58,18,,4,3.37627,1.20306,9.70999,3.00494,3.23134,0.706385,0.258248,0.0799196,0.17832812666893005,,0.231065,0.303617,0.72751,3.24602,278.20000000000005,5.151851851851853,268.0,4.962962962962963,0.60119,0.657747,144.55999755859375,30,NL,Ryan Walker,676254,20423,20423
SDP,Padres,4,5,13,26,,,,86.0,371,86,46,42,12,75,29,,6,4.39097,1.33816,7.86024,3.00414,2.61647,1.24407,0.202776,0.0774999,0.1252763271331787,,0.257519,0.299849,0.705769,4.40591,310.19999999999993,3.6069767441860456,319.0,3.7093023255813953,0.600424,0.480563,999.0,29,NL,Kyle Hart,606996,19646,19646
ATL,Braves,5,3,0,48,,,,47.0,193,40,19,17,4,47,13,,1,3.34906,1.14402,8.98489,2.57254,3.49261,0.836393,0.242583,0.0694562,0.17312722653150558,,0.225922,0.28266,0.729395,3.29706,246.60000000000002,5.2468085106382985,235.0,5.0,0.598939,0.605176,214.39999389648438,16,NL,Robert Suarez,663158,30115,30115
KCR,Royals,3,5,13,24,,,,88.0,383,93,50,46,12,66,29,,4,4.70721,1.38605,6.76756,2.97445,2.27523,1.25527,0.172816,0.0759553,0.09686043858528137,,0.26584,0.297504,0.686561,4.58598,294.8,3.35,317.0,3.602272727272727,0.597892,0.430725,999.0,7,AL,Mitch Spence,687765,27707,27707
COL,Rockies,5,9,19,20,,,,97.0,441,109,59,54,13,62,44,,4,5.0402,1.5792,5.76194,4.10867,1.40238,1.20627,0.140946,0.100505,0.04044157266616821,,0.27732,0.301963,0.697406,5.07892,254.5000000000001,2.623711340206187,296.0,3.051546391752577,0.594966,0.897972,999.0,19,NL,Jose Quintana,500779,11423,11423
PHI,Phillies,3,2,0,44,,,,39.0,165,33,16,15,3,46,16,,2,3.37121,1.23961,10.647,3.65654,2.91176,0.675998,0.280452,0.0963169,0.184135302901268,,0.221287,0.302355,0.733795,3.1027,203.90000000000003,5.228205128205129,194.0,4.9743589743589745,0.588504,0.49637,746.0700073242188,26,NL,José Alvarado,621237,17780,17780
